player,nationality,position,age,value,games,minutes,goals,assists,xg,xa,npxg,shots_total,passes,tackles,pressures
Ravel Morrison,jm JAM,MF,26,60000,1,13,0,0,0.0,0.0,0.0,1,6,0,3
Ronald AraĂşjo,uy URU,DF,20,4000000,6,238,0,0,0.2,0.0,0.2,1,208,4,26
Fabio Quagliarella,it ITA,FW,36,1000000,28,2275,11,3,13.1,4.4,7.8,96,548,8,444
Riccardo Saponara,it ITA,"MF,FW",27,2000000,13,947,2,4,2.0,2.7,2.0,26,518,10,113
Carles AleĂ±Ăˇ,es ESP,"MF,FW",21,18000000,17,735,1,0,1.1,0.2,1.1,12,389,20,137
Kevin VĂˇzquez,es ESP,DF,26,80000,17,1325,0,0,0.0,0.4,0.0,1,768,30,233
Patrick Cutrone,it ITA,FW,21,15000000,19,838,4,1,4.0,1.0,4.0,11,56,6,95
Ryan Bertrand,eng ENG,DF,29,10000000,32,2742,1,1,1.7,3.6,1.7,19,1656,48,385
Juan Musso,ar ARG,GK,25,12000000,38,3420,0,0,0.0,0.0,0.0,0,1178,0,1
Yacine Adli,fr FRA,"MF,FW",19,6000000,21,1020,3,3,0.9,2.0,0.9,18,581,27,328
Giangiacomo Magnani,it ITA,DF,23,3000000,8,145,1,0,1.0,0.1,1.0,2,77,0,5
Marco Reus,de GER,"MF,FW",30,32000000,19,1495,11,5,9.5,2.6,8.8,45,657,32,442
Anthony Caci,fr FRA,DF,22,3000000,8,691,1,4,0.2,2.0,0.2,4,520,34,141
Cristiano Ronaldo,pt POR,FW,34,60000000,33,2917,31,5,26.7,5.1,16.9,196,1289,16,248
Nico Elvedi,ch SUI,DF,22,28000000,32,2618,1,0,0.6,0.1,0.6,8,1740,56,272
Lucas Torreira,uy URU,MF,23,36000000,29,1512,1,1,1.6,1.1,1.6,21,906,37,403
Myziane Maolida,fr FRA,"FW,MF",20,7000000,18,675,1,2,2.0,1.8,2.0,16,317,15,140
Lovre KaliniÄ‡,hr CRO,GK,29,2800000,4,305,0,0,0.0,0.0,0.0,0,119,0,1
Matteo Lovato,it ITA,DF,19,15000,1,9,0,0,0.0,0.0,0.0,0,2,0,0
Luke Freeman,eng ENG,MF,27,2000000,11,366,0,0,0.1,0.3,0.1,3,150,5,96
Salvatore Sirigu,it ITA,GK,32,6000000,36,3240,0,0,0.0,0.1,0.0,0,1162,0,2
Mahdi Camara,fr FRA,MF,21,1000000,12,901,0,0,0.3,0.1,0.3,7,463,40,266
Iago,br BRA,"DF,MF",22,6500000,10,674,1,1,0.5,0.1,0.5,2,288,14,169
Stephan Lichtsteiner,ch SUI,DF,35,80000,20,1343,0,1,0.0,0.6,0.0,2,584,23,165
Dimitri Bisoli,it ITA,MF,25,2000000,25,2152,1,1,2.4,3.0,2.4,26,781,80,622
Valter Birsa,si SVN,MF,32,1000000,13,430,0,0,0.1,0.4,0.1,3,330,9,73
BjĂ¶rn Engels,be BEL,DF,24,9000000,17,1447,1,0,0.8,0.1,0.8,7,605,9,81
Nicholas Opoku,gh GHA,DF,21,80000,7,630,0,0,0.0,0.0,0.0,4,199,11,85
Daniel Brosinski,de GER,DF,31,2000000,26,1709,2,4,1.6,3.6,0.9,22,1055,34,239
Richairo Ĺ˝ivkoviÄ‡,nl NED,FW,22,650,5,112,0,0,0.0,0.2,0.0,1,18,2,39
Emre Can,de GER,MF,25,26000000,8,284,0,0,1.3,0.6,1.3,7,164,10,87
Okay YokuĹźlu,tr TUR,MF,25,6000000,26,1973,0,2,0.3,1.4,0.3,11,1064,38,267
Nuri Ĺžahin,tr TUR,MF,30,1200000,16,1249,0,3,0.4,3.1,0.4,11,775,31,272
Iago Falque,es ESP,"MF,FW",29,6000000,4,102,0,0,0.2,0.1,0.2,3,64,0,17
Simone Pinna,it ITA,DF,21,20000,1,90,0,0,0.0,0.1,0.0,0,78,2,14
JosĂ© Luis Morales,es ESP,"FW,MF",32,6000000,38,2519,4,2,4.7,4.1,4.7,39,700,15,354
Dedryck Boyata,be BEL,DF,28,8000000,28,2436,4,1,1.5,1.0,1.5,18,1345,34,212
Alessandro Florenzi,it ITA,"DF,FW",28,16000000,14,997,0,1,0.6,2.0,0.6,8,477,12,105
Jakub Jankto,cz CZE,MF,23,9000000,30,2095,2,4,2.8,4.5,2.8,41,775,28,433
Davinson SĂˇnchez,co COL,DF,23,48000000,29,2431,0,0,0.6,0.0,0.6,8,1496,49,278
Mounir Chouiar,fr FRA,"MF,FW",20,7000000,20,1506,4,0,3.8,2.9,3.8,38,640,38,359
Jerry St. Juste,nl NED,DF,22,7000000,25,2113,2,2,0.8,0.6,0.8,13,962,53,342
Kieran Trippier,eng ENG,DF,28,28000000,25,1979,0,4,0.2,3.5,0.2,3,1309,49,240
Pau Torres,es ESP,DF,22,16000000,34,2971,2,1,1.2,1.6,1.2,9,1998,37,262
Marco Benassi,it ITA,MF,24,11000000,18,980,1,1,1.0,1.1,1.0,21,342,17,226
Willian JosĂ©,br BRA,FW,27,24000000,37,2011,11,1,10.4,1.7,10.4,58,565,3,188
Alexandre Oukidja,dz ALG,GK,31,1000000,27,2384,0,0,0.0,0.1,0.0,0,887,0,6
Pietro Terracciano,it ITA,GK,29,40000,7,624,0,0,0.0,0.0,0.0,0,210,0,1
Marlon,br BRA,DF,23,6500000,23,1818,0,0,0.9,0.7,0.9,5,1447,43,219
Kevin-Prince Boateng,gh GHA,FW,32,3000000,14,599,1,0,1.7,0.3,1.7,18,199,3,119
Sergio CĂłrdova,ve VEN,"FW,MF",21,1000000,16,367,2,1,1.8,0.8,1.8,5,76,4,157
Loren MorĂłn,es ESP,FW,25,16000000,36,2031,10,3,7.9,2.6,7.9,49,309,15,373
RubĂ©n Alcaraz,es ESP,MF,28,8000000,27,1927,2,2,1.6,0.8,1.6,33,1059,59,444
Davide Riccardi,it ITA,DF,23,15000,1,20,0,0,0.0,0.0,0.0,0,3,0,2
Harry Maguire,eng ENG,DF,26,56000000,38,3420,1,1,2.0,0.6,2.0,32,2403,44,240
NicolĂˇs Otamendi,ar ARG,DF,31,14000000,24,1715,2,0,2.4,0.2,2.4,15,1488,22,109
Sergio Postigo,es ESP,DF,30,1000000,28,2374,1,1,0.7,0.6,0.7,7,1017,32,213
Alfred Duncan,gh GHA,MF,26,13000000,13,887,1,1,0.8,0.6,0.8,15,411,13,149
Toby Alderweireld,be BEL,DF,30,24000000,33,2957,2,2,1.1,1.1,1.1,16,1895,44,258
Sam Surridge,eng ENG,FW,21,45000,4,27,0,0,0.4,0.0,0.4,2,10,0,16
Will Hughes,eng ENG,"MF,FW",24,14000000,30,2252,1,1,2.5,1.2,2.5,27,920,80,676
Giulio Donati,it ITA,DF,29,80000,20,1760,1,0,0.5,1.7,0.5,9,997,32,182
Samir Santos,br BRA,DF,24,3800000,21,1546,1,0,0.8,0.4,0.8,5,755,44,218
Mehdi LĂ©ris,fr FRA,"MF,FW",21,2000000,15,509,1,1,0.8,0.5,0.6,12,230,13,142
Fabian Johnson,us USA,"MF,DF",31,1000000,6,271,0,0,0.0,0.1,0.0,0,116,4,63
MickaĂ«l Alphonse,GPE,DF,30,72500,17,1378,0,1,0.2,0.3,0.2,8,716,43,221
Carlo Pinsoglio,it ITA,GK,29,40000,1,19,0,0,0.0,0.0,0.0,0,3,0,0
Martin Kelly,eng ENG,DF,29,2000000,19,1549,0,1,0.1,0.9,0.1,3,669,24,181
Jarrad Branthwaite,eng ENG,DF,17,2000000,4,300,0,0,0.0,0.0,0.0,0,212,7,37
Jean-Victor Makengo,fr FRA,"MF,FW",21,3000000,19,988,2,0,0.7,1.2,0.7,14,447,16,211
Thomas Meunier,be BEL,DF,27,24000000,16,1242,0,1,0.4,1.9,0.4,4,925,28,186
Youcef Attal,dz ALG,"FW,DF",23,20000000,13,1003,1,1,1.5,0.6,1.5,19,509,29,195
Angelo Ogbonna,it ITA,DF,31,6000000,31,2786,2,0,1.4,0.1,1.4,14,945,45,313
George Hirst,eng ENG,FW,20,45000,2,11,0,0,0.1,0.0,0.1,3,8,0,3
Ramon Azeez,ng NGA,MF,26,80000,25,1361,2,0,1.9,0.3,1.9,19,394,17,330
Efthimis Koulouris,gr GRE,FW,23,2000000,24,1541,4,2,4.6,1.2,4.6,40,496,10,219
Gerard PiquĂ©,es ESP,DF,32,20000000,35,3092,1,0,2.3,0.6,2.3,15,2659,37,244
Reiss Nelson,eng ENG,FW,19,12000000,17,631,1,0,0.9,0.7,0.9,11,234,12,164
Ansu Fati,es ESP,"FW,DF",16,80000000,24,1027,7,1,3.7,1.8,3.7,33,538,19,224
GastĂłn RamĂ­rez,uy URU,"MF,FW",28,6000000,26,1392,7,2,6.2,3.1,3.9,37,642,31,378
GermĂˇn Pezzella,ar ARG,DF,28,14000000,33,2830,3,1,2.7,0.3,2.7,34,1159,43,269
John Boye,gh GHA,DF,32,1000000,24,2115,2,0,1.3,0.2,1.3,5,891,43,217
Benjamin AndrĂ©,fr FRA,MF,28,8000000,26,2054,2,1,1.0,1.1,1.0,16,1239,83,593
Thomas Strakosha,al ALB,GK,24,20000000,38,3420,0,0,0.0,0.2,0.0,0,1223,0,4
Jean-Kevin Duverne,fr FRA,DF,22,1000000,14,1178,0,0,0.1,0.2,0.1,2,849,17,155
Bram Nuytinck,nl NED,DF,29,2000000,26,2225,0,0,0.4,0.7,0.4,6,1294,50,262
Nikola KaliniÄ‡,hr CRO,FW,31,5500000,15,571,5,1,4.6,1.0,4.6,18,135,0,52
GastĂłn Brugman,uy URU,MF,26,2000000,23,1458,0,2,0.2,1.1,0.2,10,678,51,363
KĂ©vin Rodrigues,pt POR,"DF,MF",25,2000000,26,1931,1,2,1.1,3.4,1.1,23,789,63,386
Billy Sharp,eng ENG,FW,33,1000000,25,1051,3,2,2.7,2.7,2.7,14,222,9,217
Mihailo RistiÄ‡,rs SRB,"DF,MF",23,2000000,18,811,0,2,0.3,0.4,0.3,8,375,19,157
RubĂ©n Rochina,es ESP,MF,28,3000000,28,1875,5,3,2.6,2.6,2.6,59,967,44,334
Quentin Boisgard,fr FRA,"MF,FW",22,1000000,20,1146,1,1,0.8,1.5,0.8,18,507,28,274
JosĂ© Fonte,pt POR,DF,35,1000000,25,2205,1,1,1.9,0.6,1.9,18,1418,28,124
Alexandre Mendy,gw GNB,"FW,MF",25,1000000,20,899,3,1,3.6,0.4,2.9,29,161,4,134
Sergio Bermejo,es ESP,FW,21,20000,1,5,0,0,0.0,0.0,0.0,0,3,0,4
Ludovic Baal,gf GUF,DF,33,32500,11,827,0,0,0.1,0.7,0.1,2,619,34,178
James Ward-Prowse,eng ENG,"MF,DF",24,14000000,38,3420,5,3,7.0,5.3,4.6,54,1971,95,826
Jamaal Lascelles,eng ENG,DF,25,14000000,24,2076,1,0,0.3,0.1,0.3,9,810,18,162
Konrad Laimer,at AUT,MF,22,24000000,29,2115,2,6,0.8,2.8,0.8,10,1295,99,831
RubĂ©n,es ESP,GK,35,500,19,1583,0,0,0.0,0.0,0.0,0,525,0,1
Gonzalo Melero,es ESP,MF,25,3000000,25,1236,2,1,2.4,0.8,1.6,17,548,28,256
Javi MartĂ­nez,es ESP,MF,19,20000,1,10,0,0,0.0,0.0,0.0,0,5,0,1
Bruno Martella,it ITA,"DF,MF",26,1000000,24,1270,0,0,0.3,1.2,0.3,10,562,19,152
Luka Modric,hr CRO,MF,33,10000000,31,1996,3,7,2.1,3.3,2.1,30,1478,34,403
Marcus Rashford,eng ENG,FW,21,64000000,31,2643,17,7,17.3,4.6,11.2,84,988,12,378
Christian Benteke,be BEL,FW,28,10000000,24,1261,2,1,5.1,2.1,5.1,42,326,9,178
Haitam Aleesami,no NOR,DF,28,1000000,22,1916,1,1,0.1,1.3,0.1,2,1170,44,374
Markus Schubert,de GER,GK,21,1000000,9,742,0,0,0.0,0.0,0.0,0,317,0,3
AdriĂˇn Ramos,co COL,FW,33,80000,7,226,0,0,0.4,0.1,0.4,6,75,3,38
Valentino Lazaro,at AUT,"DF,MF",23,15000000,13,480,1,0,0.5,0.2,0.5,4,194,11,98
Edimilson Fernandes,ch SUI,"MF,DF",23,5000000,24,1484,1,0,0.8,0.6,0.8,22,723,39,264
David Zurutuza,es ESP,MF,33,1000000,5,157,0,0,0.0,0.0,0.0,0,82,2,26
Deyverson,br BRA,FW,28,3000000,5,204,0,1,0.6,0.6,0.6,4,68,0,44
Moussa WaguĂ©,sn SEN,DF,20,6000000,5,200,0,2,0.0,0.2,0.0,0,81,3,8
Farid El Melali,dz ALG,"MF,FW",22,1000000,8,306,3,0,0.9,0.0,0.9,6,103,13,94
Max Aarons,eng ENG,DF,19,20000000,36,3240,0,1,0.5,3.4,0.5,14,1684,64,487
Jessic Ngankam,de GER,"FW,MF",19,30000,4,85,0,1,0.0,0.9,0.0,0,14,2,32
Lyle Foster,za RSA,FW,18,1000000,2,62,0,0,0.2,0.0,0.2,2,14,0,16
Denis SuĂˇrez,es ESP,"MF,FW",25,9000000,26,1630,1,5,2.3,4.6,1.6,19,876,25,314
Jordan Henderson,eng ENG,MF,29,28000000,30,2238,4,5,1.4,2.8,1.4,20,1879,65,532
Reece Oxford,eng ENG,MF,20,2000000,12,375,0,0,0.1,0.0,0.1,2,93,8,60
Dan Gosling,eng ENG,MF,29,2000000,24,1264,3,1,2.1,1.0,2.1,12,510,28,356
Ihsan Sacko,fr FRA,FW,22,1000000,3,145,0,0,0.0,0.3,0.0,0,43,1,25
Danny Drinkwater,eng ENG,MF,29,4000000,4,259,0,0,0.1,0.0,0.1,2,167,9,106
Kaan Ayhan,tr TUR,DF,24,7000000,31,2731,2,3,2.5,2.3,2.5,28,1756,51,266
Esteban Granero,es ESP,MF,32,2000000,11,473,1,0,1.3,0.5,1.3,7,224,9,86
GerĂłnimo Rulli,ar ARG,GK,27,5000000,25,2250,0,0,0.0,0.2,0.0,0,883,0,2
Aritz Aduriz,es ESP,FW,38,800,14,208,1,0,1.3,0.0,0.6,6,57,1,16
Pablo Martinez,fr FRA,DF,30,2000000,26,2339,2,1,0.9,0.6,0.9,1,18,2,25
Ă“scar Duarte,cr CRC,DF,30,72500,8,485,0,0,0.1,0.0,0.1,4,221,11,49
Junior Firpo,es ESP,DF,22,14000000,17,1014,1,1,0.6,0.7,0.6,4,834,24,124
Karim Benzema,fr FRA,FW,31,32000000,37,3141,21,8,17.5,8.4,13.7,118,1329,17,319
Renato Sanches,pt POR,"MF,FW",21,16000000,19,1483,3,1,1.9,2.5,1.7,0,8,0,1
Jonathan Silva,ar ARG,DF,25,3000000,33,2785,1,2,1.6,2.1,1.6,21,1365,53,405
Yann M'Vila,fr FRA,"MF,DF",29,6000000,23,1942,0,2,0.5,0.9,0.5,9,1185,34,301
Wes Morgan,jm JAM,DF,35,1000000,11,436,0,0,0.1,0.0,0.1,3,238,5,30
Lukas Klostermann,de GER,DF,23,28000000,31,2643,3,1,3.0,1.7,3.0,12,1803,48,343
Ozan Kabak,tr TUR,DF,19,29000000,26,1777,3,1,1.4,0.1,1.4,12,1024,56,218
Lucas Biglia,ar ARG,MF,33,2000000,14,685,0,1,0.2,0.4,0.2,6,438,12,214
Mattia Viviani,it ITA,MF,18,35000,8,344,0,0,0.1,0.4,0.1,3,190,1,121
Josuha Guilavogui,fr FRA,"MF,DF",28,11000000,25,2062,0,1,1.1,0.8,1.1,22,986,48,353
Neven SubotiÄ‡,rs SRB,DF,30,1700000,23,1965,1,0,0.8,0.3,0.8,12,737,39,250
Dimitri Foulquier,fr FRA,DF,26,2000000,17,1119,1,0,0.2,0.1,0.2,5,413,23,198
Javier Manquillo,es ESP,DF,25,4000000,21,1599,0,1,0.1,0.4,0.1,1,632,47,220
Gian Marco Ferrari,it ITA,DF,27,8000000,23,1897,0,1,1.6,0.9,1.6,11,1462,12,100
Yannis Clementia,fr FRA,GK,22,95000,2,180,0,0,0.0,0.0,0.0,0,61,0,0
Lucas Castro,ar ARG,MF,30,3000000,15,606,2,0,0.8,0.5,0.8,14,294,14,107
Maya Yoshida,jp JPN,DF,30,4000000,14,1187,0,1,0.2,0.6,0.2,5,570,5,83
Florian AyĂ©,fr FRA,"FW,MF",22,1000000,22,1380,0,0,3.1,0.5,3.1,27,308,20,493
Casemiro,br BRA,MF,27,65000000,35,3088,4,3,3.6,0.4,3.6,44,2186,112,605
Phil Jones,eng ENG,DF,27,7000000,2,135,0,0,0.2,0.0,0.2,2,89,4,18
Matthew Lowton,eng ENG,DF,30,4000000,17,1530,0,1,0.0,1.0,0.0,0,726,44,202
Luca Zanimacchia,it ITA,FW,21,25000,2,120,0,0,0.0,0.1,0.0,2,58,5,11
Ben Davies,wal WAL,DF,26,17000000,18,1431,0,0,0.2,0.6,0.2,7,956,30,214
Wladimiro Falcone,it ITA,GK,24,15000,2,180,0,0,0.0,0.0,0.0,0,61,0,1
Filip KostiÄ‡,rs SRB,"DF,MF",26,32000000,33,2958,4,11,5.9,9.3,5.9,86,1613,71,558
Vasco Regini,it ITA,DF,28,72500,2,51,0,0,0.0,0.0,0.0,0,22,0,3
Florian Kastenmeier,de GER,GK,22,65000,17,1530,0,0,0.0,0.5,0.0,0,630,0,7
Jonjoe Kenny,eng ENG,DF,22,9000000,31,2717,2,3,1.1,1.2,1.1,11,1567,59,406
Nicolas PĂ©pĂ©,ci CIV,FW,24,52000000,31,2010,5,6,4.5,4.4,3.8,49,803,30,354
AĂŻssa Mandi,dz ALG,DF,27,16000000,29,2576,0,0,1.2,0.8,1.2,10,1778,33,175
Leighton Baines,eng ENG,DF,34,1000000,8,404,0,0,0.0,0.7,0.0,1,209,10,51
John Stones,eng ENG,DF,25,36000000,16,1122,0,0,0.6,0.1,0.6,6,1016,19,90
Pedrosa,es ESP,"DF,MF",21,5000000,20,1087,1,0,1.7,0.4,1.7,12,492,23,222
Ă‰tienne Capoue,fr FRA,MF,31,5000000,30,2627,0,3,0.8,3.1,0.8,19,1430,81,662
Rafinha,br BRA,"FW,MF",26,9500000,3,186,0,0,0.4,0.3,0.4,6,164,3,14
Mathew Ryan,au AUS,GK,27,8000000,38,3420,0,0,0.0,0.0,0.0,0,1462,0,10
Jack Stephens,eng ENG,DF,25,5000000,28,2451,1,3,0.7,1.3,0.7,6,1199,56,223
Hugo Mallo,es ESP,DF,28,7000000,27,1965,0,1,0.2,1.8,0.2,6,1301,63,292
James McCarthy,ie IRL,MF,28,2000000,33,1680,0,0,0.4,0.8,0.4,11,818,77,419
Alfred Duncan,gh GHA,MF,26,13000000,13,843,1,5,1.4,0.9,1.4,15,469,18,171
IĂ±igo MartĂ­nez,es ESP,DF,28,25000000,33,2970,1,1,1.7,0.9,1.7,27,1500,55,249
Sidnei,br BRA,DF,29,5000000,14,1175,1,0,0.3,0.0,0.3,5,855,20,129
Hatem Ben Arfa,fr FRA,"MF,FW",32,4000000,5,159,0,0,0.0,0.0,0.0,2,55,0,37
Lorenzo Pellegrini,it ITA,MF,23,32000000,27,2097,1,9,3.9,8.3,3.9,58,1226,32,395
Erik Pieters,nl NED,"DF,MF",30,4000000,24,1878,0,4,0.6,2.8,0.6,14,923,58,345
Pierre HĂ¸jbjerg,dk DEN,MF,23,25000000,33,2752,0,1,2.7,2.1,2.7,47,1810,90,633
AarĂłn Escandell,es ESP,GK,23,30000,3,270,0,0,0.0,0.0,0.0,0,128,0,1
Sean Longstaff,eng ENG,MF,21,17000000,23,1378,1,1,0.9,1.0,0.9,26,657,43,513
Yves Bissouma,ml MLI,MF,22,9000000,22,1259,1,0,0.4,0.1,0.4,16,622,58,308
Roman BĂĽrki,ch SUI,GK,28,11000000,31,2770,0,0,0.0,0.0,0.0,0,1047,0,5
Anthony Lopes,pt POR,GK,28,17000000,26,2340,0,0,0.0,0.2,0.0,0,818,0,7
Chris Richards,us USA,DF,19,1000000,1,7,0,0,0.0,0.0,0.0,0,4,0,1
Berat Djimsiti,al ALB,DF,26,12000000,34,2783,2,1,1.8,0.5,1.8,22,1834,55,368
Marco Stiepermann,de GER,MF,28,3000000,24,1180,0,0,1.5,0.5,1.5,19,405,18,257
Sofiane Boufal,ma MAR,"MF,FW",25,8000000,20,764,0,2,1.0,2.7,1.0,21,325,21,218
Juan Soriano,es ESP,GK,21,1000000,11,990,0,0,0.3,0.0,0.3,1,297,0,0
ClĂ©ment Vidal,fr FRA,DF,19,45000,1,90,0,0,0.0,0.0,0.0,0,45,0,14
Matteo Politano,it ITA,FW,25,22000000,15,743,2,2,1.9,1.5,1.9,19,363,12,102
DĂ­dac VilĂ ,es ESP,DF,30,3000000,30,2492,0,0,1.4,1.4,1.4,15,1260,72,462
Sadio ManĂ©,sn SEN,FW,27,120000000,35,2747,18,7,13.8,7.3,13.8,76,1162,50,504
Paulo Dybala,ar ARG,"FW,MF",25,72000000,33,2155,11,6,8.8,6.6,8.0,100,1528,24,401
Benjamin Stambouli,fr FRA,DF,28,9000000,9,810,0,0,0.0,0.0,0.0,0,460,28,131
Marshall Munetsi,zw ZIM,MF,23,80000,17,838,0,2,0.2,0.4,0.2,4,372,26,178
Luca Sangalli,es ESP,MF,24,2000000,11,372,0,1,0.5,0.5,0.5,7,187,1,59
Allan Saint-Maximin,fr FRA,"MF,FW",22,20000000,26,1863,3,4,3.2,3.5,3.2,46,490,17,251
GonĂ§alo Guedes,pt POR,"MF,FW",22,22000000,21,1266,2,2,1.3,1.6,1.3,23,478,25,239
Martin Braithwaite,dk DEN,"FW,MF",28,9000000,11,407,1,0,2.8,0.0,2.8,13,128,3,45
Jaume CuĂ©llar,bo BOL,"FW,MF",17,10000,2,70,0,0,0.0,0.0,0.0,0,16,1,14
RaĂşl JimĂ©nez,mx MEX,FW,28,40000000,38,3236,17,6,14.7,5.6,11.7,114,1009,29,588
Yann Gboho,fr FRA,FW,18,2000000,8,226,1,1,0.2,0.2,0.2,2,52,3,64
Rene Krhin,si SVN,"DF,MF",29,1000000,8,327,0,0,0.0,0.0,0.0,1,156,4,32
Mark Uth,de GER,"MF,FW",27,7500000,15,1162,5,5,6.5,3.0,4.6,41,495,23,350
Federico Santander,py PAR,FW,28,4000000,24,770,1,0,3.2,0.9,2.4,24,267,10,159
Kevin Agudelo,co COL,"MF,FW",20,2000000,3,64,0,0,0.3,0.2,0.3,4,36,3,22
Ante Budimir,hr CRO,FW,28,6000000,35,2765,13,2,10.4,1.0,8.8,54,584,31,477
Chadrac Akolo,cd COD,"FW,MF",24,1000000,15,544,2,1,1.0,1.2,1.0,9,206,17,140
LoĂŻc Perrin,fr FRA,DF,33,1000000,21,1714,0,0,0.5,0.2,0.5,5,1065,30,148
Riccardo Gagliolo,se SWE,DF,29,2000000,32,2604,3,2,2.6,2.3,2.6,31,1357,60,340
Ălvaro Odriozola,es ESP,DF,23,16000000,4,343,0,1,0.2,0.8,0.2,0,109,1,29
Musa Barrow,gm GAM,"FW,MF",20,11000000,7,190,0,2,1.8,0.6,1.0,10,52,1,46
Josep SeĂ±Ă©,es ESP,MF,27,30000,6,150,0,0,0.1,0.1,0.1,1,83,3,40
Milan Skriniar,sk SVK,DF,24,50000000,32,2627,0,0,0.9,0.3,0.9,14,1997,47,291
Jacob Bruun Larsen,dk DEN,FW,20,11000000,4,68,0,1,0.0,0.4,0.0,0,27,0,25
Connor Wickham,eng ENG,"FW,MF",26,1000000,6,96,1,1,1.3,0.5,1.3,4,44,2,28
Armando Izzo,it ITA,DF,27,16000000,31,2686,1,0,1.3,1.0,1.3,12,1376,49,325
Divock Origi,be BEL,FW,24,16000000,28,717,4,1,2.2,0.2,2.2,14,219,15,152
Adrien Rabiot,fr FRA,MF,24,25000000,28,1912,1,1,1.0,0.8,1.0,19,1141,56,495
Marco Sportiello,it ITA,GK,27,2000000,6,525,0,0,0.0,0.0,0.0,0,152,0,0
Jean-Charles Castelletto,cm CMR,DF,24,2000000,22,1838,1,0,0.6,0.1,0.6,3,956,23,146
Bruno Ecuele Manga,ga GAB,DF,31,2000000,28,2520,0,0,1.2,0.1,1.2,17,1309,27,213
Jonathan Ikone,fr FRA,"MF,FW",21,36000000,28,2057,3,6,4.4,3.8,3.7,36,706,19,486
Kiko FemenĂ­a,es ESP,DF,28,4000000,28,2237,0,0,0.1,1.5,0.1,5,1290,62,385
Morgan Gibbs-White,eng ENG,"MF,FW",19,7000000,7,129,0,0,0.1,0.1,0.1,2,82,1,27
FrĂ©dĂ©ric Sammaritano,fr FRA,"MF,FW",33,32500,10,518,1,2,0.5,1.7,0.5,9,269,12,88
Edinson Cavani,uy URU,FW,32,20000000,14,605,4,1,7.6,1.5,6.9,28,140,6,90
NicolĂˇs DomĂ­nguez,ar ARG,MF,21,15000000,16,699,0,1,0.5,0.9,0.5,10,413,22,235
Etrit Berisha,al ALB,GK,30,2000000,26,2340,0,0,0.0,0.1,0.0,0,884,1,8
Federico Marigosu,it ITA,MF,18,25000,2,24,0,0,0.0,0.0,0.0,0,15,0,2
Phillipp Mwene,at AUT,DF,25,80000,4,315,0,0,0.0,0.1,0.0,0,155,15,61
Fabrizio Cacciatore,it ITA,DF,32,80000,16,1153,0,0,0.3,0.5,0.3,4,705,12,129
JosĂ© Luis Palomino,ar ARG,DF,29,8000000,30,2480,2,1,2.4,1.2,2.4,15,1318,93,507
Krzysztof PiÄ…tek,pl POL,"FW,MF",24,21500000,15,909,4,1,4.4,1.4,2.8,23,216,4,235
Antonio CortĂ©s,es ESP,"FW,MF",19,1300000,8,181,1,0,0.8,0.2,0.8,3,38,3,41
Farid Boulaya,dz ALG,FW,26,1000000,19,821,2,1,2.3,1.7,2.3,24,424,17,181
Sergio AgĂĽero,ar ARG,FW,31,52000000,24,1452,16,3,14.0,2.4,11.8,73,367,7,222
Takehiro Tomiyasu,jp JPN,DF,20,13000000,29,2528,1,3,1.0,1.1,1.0,17,1644,48,420
Ronaldo Vieira,gw GNB,MF,21,6000000,27,1819,0,1,1.5,1.1,1.5,30,942,45,485
DarĂ­o Poveda,es ESP,FW,22,25000,1,8,0,0,0.1,0.0,0.1,1,4,0,3
Vincenzo Millico,it ITA,"MF,FW",18,1000000,11,216,0,0,0.2,0.3,0.2,6,85,1,42
Lionel Messi,ar ARG,"FW,MF",32,112000000,33,2880,25,21,19.2,15.3,15.4,154,2142,13,287
Tammy Abraham,eng ENG,FW,21,40000000,34,2215,15,3,14.1,2.5,14.1,88,412,14,430
Christian Strohdiek,de GER,DF,31,47500,16,1363,1,2,1.3,1.2,1.3,8,634,28,136
Lorenzo De Silvestri,it ITA,DF,31,2000000,29,2243,0,0,2.0,1.6,2.0,23,959,16,235
JaĂŻro Riedewald,nl NED,"DF,MF",22,4500000,17,769,0,0,0.0,0.4,0.0,3,400,15,118
Bertrand TraorĂ©,bf BFA,"FW,MF",23,9000000,23,1253,1,3,3.1,2.4,3.1,35,581,27,236
Niklas Moisander,fi FIN,DF,33,1000000,22,1979,0,0,1.7,0.2,1.7,16,1525,37,221
Abdoulaye Bamba,ci CIV,DF,29,2000000,7,554,0,0,0.0,0.3,0.0,1,279,13,62
Luca Mazzitelli,it ITA,MF,23,2000000,1,12,0,0,0.0,0.0,0.0,0,29,1,6
Javi SĂˇnchez,es ESP,DF,22,1000000,8,497,0,1,0.4,0.1,0.4,3,197,10,39
SĂ©amus Coleman,ie IRL,DF,30,9500000,27,1839,0,1,0.7,0.6,0.7,8,1058,50,216
Luca Kilian,de GER,DF,19,1000000,15,1261,0,0,0.1,0.1,0.1,1,698,38,170
Fabian Delph,eng ENG,MF,29,12000000,16,1190,0,0,0.1,0.3,0.1,3,778,29,189
Koke,es ESP,MF,27,60000000,32,2698,4,5,2.4,5.4,2.3,23,1752,79,484
Rani Khedira,de GER,MF,25,8000000,32,2649,0,2,0.6,1.2,0.6,10,885,61,582
LoĂŻc Mbe Soh,fr FRA,DF,18,4000000,1,58,0,0,0.0,0.0,0.0,0,77,2,6
